EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,SecondChanceFG2A,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,Arc3FGA,PenaltyArc3FGA,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimAssists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,2pt And 1 Free Throw Trips,LiveBallTurnoverPct,AtRimPctBlocked,ShortMidRangeFGM,ShortMidRangeAssists,DefThreePtRebounds,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Loose Ball Fouls Drawn,FTDefRebounds,Steals,BadPassSteals,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Technical Free Throw Trips,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,OffArc3ReboundPct,PenaltyArc3FGM,SecondChanceFtPoints,OffLongMidRangeReboundPct,PenaltyArc3Accuracy,BlockingFoulsDrawn,Offensive Fouls,HeaveAttempts,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,DefensiveGoaltends,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,FTOffRebounds,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockingFouls,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,3SecondViolations,HeaveMakes,Charge Fouls,BlockedArc3,3pt And 1 Free Throw Trips,OffensiveGoaltends,Arc3PctBlocked,team_id,year,season,team_vs
101109-200758-200779-2199-2546,1610612752,"Raymond Felton, Ronnie Brewer, Steve Novak, Tyson Chandler, Carmelo Anthony","Felton, Brewer, Novak, Chandler, Anthony",101109-200758-200779-2199-2546,NYK,1151.0,4,19.0,3.0,35.0,36.0,4.0,9.0,71.0,3.0,7.0,3.0,4.0,,,10.0,20.0,7.0,11.0,7.0,48.0,45.0,1.0,2.0,,,2.0,4.0,10.0,15.0,5.0,5.0,10.0,3.0,1.0,25.0,8.0,9.0,9.0,3.0,37.0,4.0,4.0,1.0,0.5,0.7142857142857143,0.7142857142857143,0.6363636363636364,,0.6363636363636364,0.5,0.5,0.6612903225806451,0.5,0.6714285714285714,0.6666666666666666,0.3548387096774194,88.82710686359687,16.2,16.22222222222222,15.82857142857143,14.916666666666666,0.22580645161290322,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.12903225806451613,0.75,0.75,1.0,,,0.7096774193548387,0.5609612903225807,0.48725,0.08823529411764706,0.13043478260869565,0.08333333333333333,7.984999999999999,24.672727272727272,0.11428571428571428,5.0,7.0,11.0,,1.0,2.0,4.0,10.0,,4.0,5.0,17.0,,,0.4,0.35714285714285715,0.5,0.3548387096774194,0.6363636363636364,0.6363636363636364,0.06451612903225806,0.5,,0.61215,7.0,,7.0,6.0,12.0,1.0,1.0,0.6,0.5882352941176471,0.7142857142857143,0.22580645161290322,,4.0,3.0,1.0,3.0,1.0,0.5,,0.3333333333333333,0.5714285714285714,4.0,2.0,5.0,4.0,,0.8,,,,4.0,1.0,2.0,,0.5714285714285714,0.6666666666666666,,,,,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,11.0,6.0,6.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.1,1.1,0.25,0.75,1.0,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.5,0.4,1.0,0.2,1.0,1.0,0.5714285714285714,0.22916666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-200779-2199-2747,1610612752,"Raymond Felton, Ronnie Brewer, Steve Novak, Tyson Chandler, JR Smith","Felton, Brewer, Novak, Chandler, Smith",101109-200758-200779-2199-2747,NYK,509.0,3,8.0,-6.0,17.0,18.0,4.0,5.0,35.0,2.0,5.0,,1.0,,,4.0,10.0,3.0,6.0,,17.0,23.0,,3.0,,,,,2.0,9.0,1.0,3.0,4.0,,1.0,11.0,4.0,3.0,,,15.0,,4.0,,0.25,0.25,1.0,0.5,,0.5,0.4,,0.53125,,0.53125,,0.375,99.01768172888016,16.176470588235293,13.0,15.411764705882353,12.833333333333334,0.3125,0.4,0.4,0.5,0.0625,,,,,,0.625,0.543446875,0.6285999999999999,,,,11.52,25.25,0.23529411764705882,1.0,2.0,4.0,,2.0,1.0,1.0,6.0,1.0,,1.0,7.0,0.1,,,0.1111111111111111,,0.25,0.5,0.6666666666666666,0.0625,0.6666666666666666,,,5.0,,5.0,5.0,6.0,,,0.7142857142857143,0.75,0.5,0.3125,,,2.0,1.0,2.0,1.0,1.0,0.5,0.5,,2.0,2.0,2.0,4.0,,1.0,0.25,,,1.0,,1.0,,1.0,1.0,,,,1.0,,2.0,1.0,,1.0,1.0,,,3.0,1.0,,,2.0,,,3.0,3.0,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,0.3333333333333333,,,,0.6,0.6,1.0,1.0,1.0,,,,0.6,0.11764705882352941,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-200779-2199-467,1610612752,"Raymond Felton, Ronnie Brewer, Steve Novak, Tyson Chandler, Jason Kidd","Felton, Brewer, Novak, Chandler, Kidd",101109-200758-200779-2199-467,NYK,225.0,2,4.0,11.0,9.0,8.0,4.0,8.0,17.0,1.0,3.0,,1.0,,,2.0,4.0,3.0,4.0,3.0,16.0,5.0,1.0,2.0,2.0,2.0,2.0,10.0,4.0,6.0,2.0,2.0,4.0,,1.0,10.0,,3.0,6.0,1.0,15.0,10.0,4.0,,1.0,1.0,0.6666666666666666,0.75,1.0,0.75,0.5,0.5,0.8125,1.0,0.7272727272727273,0.8333333333333334,0.5,108.8,13.666666666666666,12.75,13.666666666666666,12.75,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,,,,,,0.625,0.49359375,0.4312375,0.1111111111111111,0.2,0.625,16.725,25.15,0.4444444444444444,1.0,1.0,1.0,,,,,,,1.0,1.0,4.0,,,0.5,0.3333333333333333,,0.125,1.0,1.0,,,,,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.375,0.5,1.0,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,3.0,1.0,,,,,,3.0,,,,1.0,3.0,,3.0,2.0,,,2.0,,,,,,,,,0.5,,,,,1.0,1.0,0.6666666666666666,,,,,,1.0,0.0625,,2.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-200779-2546-2747,1610612752,"Raymond Felton, Ronnie Brewer, Steve Novak, Carmelo Anthony, JR Smith","Felton, Brewer, Novak, Anthony, Smith",101109-200758-200779-2546-2747,NYK,119.0,1,2.0,-1.0,3.0,3.0,,,6.0,1.0,1.0,,,,,1.0,3.0,,,,2.0,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,72.60504201680672,23.333333333333332,16.333333333333332,21.0,16.333333333333332,0.3333333333333333,1.0,1.0,,,,,,,,0.3333333333333333,0.37000000000000005,,,,,10.966666666666667,,,1.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,,0.5,0.5,,0.3333333333333333,,,0.3333333333333333,,,0.3785,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,2.0,,,,,,,,1.0,,,2.0,,,,,,,2.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-200779-2546-467,1610612752,"Raymond Felton, Ronnie Brewer, Steve Novak, Carmelo Anthony, Jason Kidd","Felton, Brewer, Novak, Anthony, Kidd",101109-200758-200779-2546-467,NYK,22.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,65.45454545454545,22.0,,22.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-200779-2747-703,1610612752,"Raymond Felton, Ronnie Brewer, Steve Novak, JR Smith, Kurt Thomas","Felton, Brewer, Novak, Smith, Thomas",101109-200758-200779-2747-703,NYK,186.0,3,3.0,-1.0,5.0,6.0,3.0,3.0,11.0,1.0,1.0,,,,,2.0,3.0,1.0,3.0,,7.0,8.0,1.0,2.0,1.0,2.0,,5.0,2.0,3.0,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,,,7.0,5.0,3.0,,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.5,0.5833333333333334,0.625,0.5833333333333334,0.625,0.5,85.16129032258064,21.4,13.166666666666666,18.6,12.666666666666666,0.16666666666666666,1.0,1.0,1.0,,,,,,,0.8333333333333334,0.54527,0.5884875,,,0.7142857142857143,7.8999999999999995,40.800000000000004,0.6,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,,,1.0,2.0,,,,0.5,,0.3333333333333333,0.5,0.5,,0.5,0.5,,3.0,2.0,2.0,1.0,1.0,,,0.5,0.5,1.0,0.5,0.5,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,0.5,,1.0,1.0,,,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-200779-2747-739,1610612752,"Raymond Felton, Ronnie Brewer, Steve Novak, JR Smith, Rasheed Wallace","Felton, Brewer, Novak, Smith, Wallace",101109-200758-200779-2747-739,NYK,603.0,6,10.0,-4.0,22.0,21.0,18.0,5.0,43.0,3.0,6.0,1.0,3.0,1.0,2.0,6.0,12.0,3.0,6.0,6.0,27.0,31.0,5.0,9.0,3.0,5.0,5.0,24.0,2.0,9.0,1.0,3.0,4.0,1.0,,11.0,6.0,6.0,7.0,3.0,24.0,24.0,18.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.5,0.6,0.5,0.5,0.5555555555555556,0.5833333333333334,0.6785714285714286,0.6428571428571429,0.7058823529411765,0.3333333333333333,102.6865671641791,14.545454545454545,13.476190476190476,14.363636363636363,12.952380952380953,0.3333333333333333,0.5,0.5,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.5,0.6666666666666666,0.5165055555555556,0.5081571428571429,0.15,0.21428571428571427,0.8888888888888888,9.200000000000001,24.683333333333334,0.8181818181818182,1.0,3.0,6.0,2.0,4.0,,,10.0,1.0,1.0,1.0,8.0,0.08333333333333333,,0.16666666666666666,0.1111111111111111,,0.3333333333333333,0.5,0.6,,0.2857142857142857,0.5,0.27465,3.0,3.0,3.0,3.0,7.0,1.0,1.0,0.75,0.8333333333333334,1.0,0.16666666666666666,0.21428571428571427,1.0,1.0,1.0,1.0,,0.5,1.0,,0.3333333333333333,1.0,,1.0,4.0,1.0,1.0,0.16666666666666666,,,2.0,,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,,,,2.0,,1.0,1.0,3.0,,,2.0,2.0,,,,,1.0,,,,1.0,,1.5,1.5,,0.3333333333333333,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.6666666666666666,0.1111111111111111,,2.0,,,0.6666666666666666,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-200779-467-703,1610612752,"Raymond Felton, Ronnie Brewer, Steve Novak, Jason Kidd, Kurt Thomas","Felton, Brewer, Novak, Kidd, Thomas",101109-200758-200779-467-703,NYK,238.0,1,4.0,1.0,7.0,8.0,,,15.0,,4.0,,,,,,5.0,1.0,1.0,1.0,4.0,3.0,,,,,,,,3.0,,1.0,1.0,,,3.0,1.0,2.0,2.0,1.0,4.0,,,,,,1.0,1.0,,1.0,,,0.25,,0.2857142857142857,,0.16666666666666666,90.7563025210084,15.428571428571429,16.25,15.428571428571429,14.625,0.6666666666666666,,,,,,,,,,0.3333333333333333,0.4983916666666666,,0.14285714285714285,0.16666666666666666,,17.119999999999997,24.7,,,,1.0,,,,,,,,,4.0,,,,,,0.16666666666666666,,,,,,,1.0,,1.0,4.0,4.0,,,1.0,0.8,,0.16666666666666666,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-203142-2199-2747,1610612752,"Raymond Felton, Ronnie Brewer, Chris Copeland, Tyson Chandler, JR Smith","Felton, Brewer, Copeland, Chandler, Smith",101109-200758-203142-2199-2747,NYK,152.0,1,3.0,-1.0,5.0,5.0,,,10.0,2.0,4.0,,,,,2.0,4.0,,,1.0,5.0,6.0,,,,,,,4.0,,2.0,,2.0,,2.0,4.0,1.0,1.0,2.0,1.0,5.0,,,,1.0,1.0,,,,,0.5,,0.5,,0.5,,,94.73684210526316,16.0,14.4,16.0,10.2,1.0,0.5,0.5,1.0,,,,,,,,0.419025,,0.2,0.2,,20.9,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-203142-2199-467,1610612752,"Raymond Felton, Ronnie Brewer, Chris Copeland, Tyson Chandler, Jason Kidd","Felton, Brewer, Copeland, Chandler, Kidd",101109-200758-203142-2199-467,NYK,1249.0,2,21.0,2.0,40.0,40.0,,,80.0,5.0,9.0,2.0,5.0,,,16.0,26.0,5.0,16.0,,47.0,45.0,,,,,,,14.0,15.0,7.0,5.0,12.0,2.0,2.0,29.0,4.0,3.0,,,39.0,,,,0.4375,0.4666666666666667,1.0,0.3125,,0.3125,0.6153846153846154,,0.5595238095238095,,0.5595238095238095,,0.38095238095238093,92.2337870296237,17.425,13.8,16.075,13.625,0.21428571428571427,0.5555555555555556,0.5555555555555556,0.4,0.11904761904761904,0.4,0.4,1.0,,,0.7380952380952381,0.5634773809523809,,,,,7.915384615384616,24.44375,,5.0,10.0,15.0,,,2.0,5.0,18.0,2.0,2.0,6.0,20.0,0.07692307692307693,,0.2,0.2857142857142857,,0.35714285714285715,0.6666666666666666,0.7692307692307693,0.047619047619047616,,,0.6218,11.0,,11.0,4.0,14.0,,,0.8,0.875,0.6666666666666666,0.2619047619047619,,5.0,,,,,1.0,1.0,,0.5,4.0,2.0,4.0,3.0,,1.0,0.13333333333333333,1.0,,10.0,,,,0.9090909090909091,0.875,0.5,0.5,,,,2.0,1.0,,3.0,4.0,,1.0,3.0,4.0,,1.0,8.0,,2.0,3.0,3.0,4.0,2.0,1.0,,2.0,,,,,0.8,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.4,,0.10526315789473684,0.2727272727272727,0.2727272727272727,1.0,0.6666666666666666,0.75,0.16666666666666666,,,0.2727272727272727,0.1702127659574468,0.5,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-2199-2546-2747,1610612752,"Raymond Felton, Ronnie Brewer, Tyson Chandler, Carmelo Anthony, JR Smith","Felton, Brewer, Chandler, Anthony, Smith",101109-200758-2199-2546-2747,NYK,4886.0,19,81.0,19.0,164.0,158.0,57.0,20.0,322.0,18.0,34.0,6.0,21.0,,3.0,41.0,99.0,16.0,48.0,38.0,168.0,149.0,16.0,33.0,3.0,9.0,15.0,56.0,32.0,45.0,16.0,15.0,31.0,6.0,9.0,77.0,34.0,35.0,55.0,15.0,129.0,53.0,54.0,,0.3902439024390244,0.45714285714285713,0.9375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41414141414141414,0.48484848484848486,0.4421768707482993,0.4880952380952381,0.48255813953488375,0.5185185185185185,0.32653061224489793,94.89971346704871,15.323170731707316,15.018987341772151,14.512195121951219,14.272151898734178,0.23129251700680273,0.5294117647058824,0.5454545454545454,0.5,0.14285714285714285,0.2857142857142857,0.3,1.0,0.07142857142857142,,0.6870748299319728,0.5359901360544217,0.5102059523809525,0.1,0.13513513513513514,0.3333333333333333,8.12828282828283,24.420833333333334,0.3475609756097561,30.0,21.0,53.0,8.0,17.0,12.0,19.0,50.0,10.0,22.0,31.0,88.0,0.10101010101010101,,0.3793103448275862,0.32222222222222224,0.4,0.36054421768707484,0.39622641509433965,0.4772727272727273,0.08163265306122448,0.40476190476190477,0.47058823529411764,0.5193869565217392,27.0,6.0,27.0,32.0,57.0,12.0,8.0,0.5245901639344263,0.625,0.47058823529411764,0.1836734693877551,0.14285714285714285,7.0,4.0,3.0,4.0,2.0,0.36363636363636365,0.7272727272727273,0.5,0.3333333333333333,8.0,3.0,19.0,17.0,3.0,0.42105263157894735,0.16981132075471697,2.0,,23.0,11.0,11.0,2.0,0.8518518518518519,0.8095238095238095,0.16666666666666666,0.16666666666666666,,2.0,2.0,19.0,13.0,1.0,6.0,12.0,2.0,4.0,10.0,11.0,3.0,8.0,39.0,3.0,12.0,10.0,9.0,7.0,2.0,6.0,1.0,5.0,2.0,2.0,1.0,0.375,0.5789473684210527,0.5740740740740741,0.6290322580645161,0.21875,0.5,0.3333333333333333,0.02531645569620253,0.37037037037037035,0.37037037037037035,0.9,0.4444444444444444,0.5,0.14814814814814814,0.5,1.0,0.37037037037037035,0.23214285714285715,0.11764705882352941,3.0,8.0,0.125,0.5,1.0,4.0,,,1.0,4.0,0.14814814814814814,0.25,1.0,,,1.0,,1.0,2.0,2.0,1.0,2.0,1.0,0.020833333333333332,0.029411764705882353,0.047619047619047616,0.18181818181818182,0.02040816326530612,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-2199-2546-467,1610612752,"Raymond Felton, Ronnie Brewer, Tyson Chandler, Carmelo Anthony, Jason Kidd","Felton, Brewer, Chandler, Anthony, Kidd",101109-200758-2199-2546-467,NYK,12637.0,18,211.0,9.0,403.0,398.0,27.0,18.0,801.0,38.0,93.0,13.0,39.0,1.0,1.0,121.0,245.0,49.0,124.0,70.0,459.0,450.0,4.0,10.0,6.0,9.0,14.0,40.0,108.0,138.0,54.0,46.0,100.0,13.0,18.0,246.0,60.0,81.0,94.0,40.0,406.0,40.0,27.0,2.0,0.4462809917355372,0.48214285714285715,0.9387755102040817,0.3951612903225806,0.6666666666666666,0.3951612903225806,0.49387755102040815,0.4,0.5271002710027101,0.6842105263157895,0.5571776155717761,0.7222222222222222,0.33604336043360433,91.27482788636543,16.359801488833746,15.185929648241206,15.77667493796526,14.680904522613066,0.25203252032520324,0.40860215053763443,0.41304347826086957,0.47368421052631576,0.10569105691056911,0.3333333333333333,0.3333333333333333,1.0,0.05263157894736842,1.0,0.6531165311653117,0.5337058265582656,0.5665184210526316,0.10396039603960396,0.14388489208633093,0.08714596949891068,9.03591836734694,24.61048387096774,0.06699751861042183,38.0,75.0,117.0,3.0,5.0,35.0,26.0,134.0,17.0,28.0,45.0,169.0,0.06938775510204082,0.08571428571428572,0.22764227642276422,0.21717171717171718,0.18518518518518517,0.3170731707317073,0.6410256410256411,0.7211538461538461,0.0948509485094851,0.2631578947368421,0.6,0.5246978260869565,85.0,8.0,85.0,83.0,124.0,7.0,5.0,0.7477477477477478,0.7423312883435583,0.7441860465116279,0.23035230352303523,0.42105263157894735,36.0,14.0,8.0,14.0,8.0,0.5666666666666667,0.8947368421052632,0.5714285714285714,0.48,25.0,18.0,41.0,29.0,7.0,0.6097560975609756,0.1111111111111111,8.0,,38.0,16.0,1.0,7.0,0.7307692307692307,0.7027027027027027,0.22857142857142856,0.25,,4.0,3.0,43.0,22.0,1.0,13.0,21.0,,1.0,36.0,15.0,4.0,8.0,53.0,9.0,18.0,36.0,33.0,15.0,4.0,21.0,7.0,7.0,7.0,1.0,6.0,0.5,0.5769230769230769,0.6176470588235294,0.6625,0.2,0.34146341463414637,0.23076923076923078,0.022099447513812154,0.4235294117647059,0.4235294117647059,0.9166666666666666,0.6176470588235294,0.6190476190476191,0.029411764705882353,,,0.4235294117647059,0.11546840958605664,0.1836734693877551,5.0,11.0,0.16363636363636364,0.625,3.0,3.0,,,4.0,7.0,0.20588235294117646,0.5714285714285714,1.0,3.0,,0.8,,,2.0,2.0,1.0,5.0,2.0,,0.010752688172043012,,0.25,0.015873015873015872,1.0,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200758-2199-2546-703,1610612752,"Raymond Felton, Ronnie Brewer, Tyson Chandler, Carmelo Anthony, Kurt Thomas","Felton, Brewer, Chandler, Anthony, Thomas",101109-200758-2199-2546-703,NYK,1762.0,5,29.0,12.0,54.0,54.0,,,108.0,4.0,16.0,1.0,6.0,,,18.0,36.0,5.0,15.0,9.0,60.0,48.0,,,,,,,24.0,12.0,12.0,4.0,16.0,1.0,1.0,36.0,9.0,12.0,12.0,6.0,44.0,,,,0.6666666666666666,0.75,0.8,0.3333333333333333,,0.3333333333333333,0.5,,0.5,,0.5357142857142857,,0.29411764705882354,88.2633371169126,16.333333333333332,16.296296296296298,15.592592592592593,15.61111111111111,0.3137254901960784,0.25,0.25,0.25,0.11764705882352941,0.16666666666666666,0.16666666666666666,1.0,,,0.5686274509803921,0.5317617647058823,,0.10714285714285714,0.14634146341463414,,10.163888888888888,24.753333333333334,,9.0,12.0,14.0,,,6.0,7.0,12.0,1.0,6.0,9.0,29.0,0.027777777777777776,0.16666666666666666,0.3333333333333333,0.32142857142857145,,0.27450980392156865,0.8571428571428571,0.8571428571428571,0.11764705882352941,,,0.5753333333333334,9.0,,9.0,12.0,20.0,,,0.6666666666666666,0.7037037037037037,0.7142857142857143,0.17647058823529413,,9.0,2.0,2.0,2.0,1.0,0.4,0.8333333333333334,0.5,0.75,1.0,1.0,7.0,4.0,1.0,0.14285714285714285,,2.0,2.0,7.0,6.0,,1.0,0.7777777777777778,0.7142857142857143,0.3333333333333333,0.4,1.0,,1.0,4.0,2.0,1.0,5.0,5.0,,,4.0,6.0,1.0,2.0,16.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,,,1.0,,0.5,0.8571428571428571,0.8333333333333334,0.8888888888888888,0.3,1.0,0.4,0.037037037037037035,0.4444444444444444,0.4444444444444444,0.75,0.5555555555555556,1.0,,,,0.4444444444444444,0.26666666666666666,0.2,,1.0,0.3333333333333333,,,2.0,,,1.0,2.0,0.2222222222222222,0.5,1.0,1.0,,1.0,0.6,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1610612752,2013,2012-13,False
