EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,Points,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,Fouls,FoulsDrawn,Charge Fouls Drawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,OpponentPoints,PenaltyFG2A,PtsAssisted2s,TwoPtAssists,AtRimAssists,DefTwoPtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyFG3A,PenaltyCorner3Frequency,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGA,SecondChanceTurnovers,Offensive Fouls,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShortMidRangeFGM,Fg2aBlocked,BlockingFouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceFtPoints,PenaltyArc3FGA,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3Frequency,OffThreePtRebounds,LostBallSteals,OffThreePtReboundPct,OffCorner3ReboundPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,LongMidRangeAssists,PenaltyFg3Pct,LongMidRangePctAssisted,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls Drawn,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGA,SecondChanceFG3A,3SecondViolations,SecondChanceArc3Frequency,HeaveAttempts,Travels,Technical Free Throw Trips,Defensive 3 Seconds Violations,FTOffRebounds,ShortMidRangePctBlocked,OffFTReboundPct,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedLongMidRange,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Clear Path Fouls,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
1626149-201951-201977-2730-2772,1610612745,"Montrezl Harrell, Ty Lawson, Marcus Thornton, Dwight Howard, Trevor Ariza","Harrell, Lawson, Thornton, Howard, Ariza",1626149-201951-201977-2730-2772,HOU,82.0,1,1.0,2.0,4.0,3.0,7.0,,1.0,,,1.0,4.0,,,,,,,,2.0,3.0,,,1.0,1.0,,2.0,,,,0.5,0.6666666666666666,0.5,,1.0,,122.92682926829268,9.25,15.0,9.25,15.0,0.5,,,,,1.0,0.561075,23.3,,,1.0,1.0,,1.0,1.0,2.0,2.0,,,,,2.0,1.0,,1.0,1.0,,2.0,,,,,2.0,1.0,,,,,1.0,0.5,1.0,,,0.5,1.0,1.0,,,,0.3333333333333333,0.5,1.9,,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,2.0,2.0,,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,1.0,,,,0.5,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1626149-201976-201977-203909-2772,1610612745,"Montrezl Harrell, Patrick Beverley, Marcus Thornton, KJ McDaniels, Trevor Ariza","Harrell, Beverley, Thornton, McDaniels, Ariza",1626149-201976-201977-203909-2772,HOU,48.0,1,1.0,-2.0,2.0,2.0,4.0,,,,,,2.0,,,,1.0,,2.0,,,,,,1.0,,,2.0,,,,0.5,0.5,,,,,120.0,14.0,10.0,14.0,10.0,,,,,,1.0,0.693,,2.0,2.0,1.0,2.0,,1.0,2.0,,4.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,2.0,,1.0,1.0,0.5,,,,,1.0,0.5,0.5,1.0,,0.693,,,1.4,1.0,,,,,,,1.0,2.0,,,,,1.0,,2.0,,,,,,,2.0,,0.5,,0.5,,0.5,,,,,,,,,,,1.0,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1626149-201976-202700-203909-203991,1610612745,"Montrezl Harrell, Patrick Beverley, Donatas Motiejunas, KJ McDaniels, Clint Capela","Harrell, Beverley, Motiejunas, McDaniels, Capela",1626149-201976-202700-203909-203991,HOU,89.0,1,1.0,3.0,3.0,4.0,7.0,,,,,,3.0,,,,,,,1.0,3.0,4.0,,,,,,3.0,,,,0.3333333333333333,0.3333333333333333,,1.0,1.0,,113.25842696629213,9.0,15.5,8.333333333333334,15.5,,,,,,0.3333333333333333,0.4078,,,4.0,,1.0,,1.0,3.0,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,1.0,,,,,,0.3333333333333333,,1.0,,1.0,0.3333333333333333,,,,,,,,5.566666666666666,,,,,1.0,,1.0,,,,,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,1.0,0.5,0.5,,1.0,,,,1.0,,,,0.4661,,,2.0,,,1.0,,0.6666666666666666,,,,,,,,1.0,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1626155-201147-203093-203909-2772,1610612745,"Sam Dekker, Corey Brewer, Terrence Jones, KJ McDaniels, Trevor Ariza","Dekker, Brewer, Jones, McDaniels, Ariza",1626155-201147-203093-203909-2772,HOU,35.0,1,1.0,2.0,1.0,1.0,2.0,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,,1.0,,2.0,,,,,1.0,,1.0,1.0,,82.28571428571428,9.0,26.0,9.0,26.0,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1891-201147-201563-201935-201976,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, James Harden, Patrick Beverley","Terry, Brewer, Beasley, Harden, Beverley",1891-201147-201563-201935-201976,HOU,262.0,1,4.0,5.0,8.0,8.0,16.0,,,3.0,2.0,3.0,14.0,3.0,3.0,1.0,4.0,,9.0,,2.0,2.0,1.0,1.0,1.0,3.0,,14.0,0.5,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.875,0.42857142857142855,,1.0,,87.93893129770993,13.5,19.25,13.5,19.25,,,,,0.42857142857142855,0.5714285714285714,0.46314285714285713,24.866666666666664,,,1.0,1.0,3.0,3.0,4.0,2.0,9.0,,6.0,3.0,1.0,2.0,,,,,,,,1.0,,,3.0,2.0,,,1.0,1.0,0.75,,1.0,,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,,0.25,0.4,15.3,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,1.0,,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1891-201147-201563-201935-202700,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, James Harden, Donatas Motiejunas","Terry, Brewer, Beasley, Harden, Motiejunas",1891-201147-201563-201935-202700,HOU,182.0,1,3.0,2.0,7.0,7.0,14.0,,1.0,3.0,2.0,4.0,12.0,3.0,2.0,1.0,2.0,,5.0,1.0,3.0,3.0,,,2.0,2.0,,12.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,,110.76923076923077,12.857142857142858,13.142857142857142,12.857142857142858,13.142857142857142,0.16666666666666666,,,,0.5,0.8333333333333334,0.5462,31.575,7.0,7.0,,1.0,1.0,1.0,2.0,4.0,10.0,2.0,2.0,1.0,,1.0,,,,,,,,,,1.0,4.0,1.0,7.0,1.0,1.0,1.0,0.5,,1.0,,1.0,0.16666666666666666,,,,0.16666666666666666,0.5462,0.14285714285714285,0.3333333333333333,7.8,1.0,1.0,4.0,0.16666666666666666,,,,,1.0,1.0,,,,1.0,4.0,12.0,,,,1.0,,,12.0,,0.5,,0.6666666666666666,,0.75,1.0,,,,,,1.0,1.0,,,0.16666666666666666,,,,1.0,,,,,1.0,,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,,1.0,,,,,1.0,1.0,0.5,1.0,1.0,,,,3.0,,1.0,,1.0,0.5,,,,,2.0,2.0,3.0,1.0,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1891-201147-201563-201935-203909,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, James Harden, KJ McDaniels","Terry, Brewer, Beasley, Harden, McDaniels",1891-201147-201563-201935-203909,HOU,302.0,2,5.0,4.0,9.0,9.0,18.0,,2.0,2.0,1.0,4.0,13.0,3.0,2.0,1.0,1.0,,3.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,,12.0,1.0,0.25,0.25,0.5,0.65,0.5714285714285714,1.0,0.5,,85.82781456953643,13.555555555555555,20.0,13.555555555555555,18.88888888888889,0.2857142857142857,,,,0.2857142857142857,0.5714285714285714,0.5272285714285714,24.225,9.0,9.0,,,1.0,2.0,3.0,6.0,9.0,3.0,,,,1.0,,,,1.0,,1.0,1.0,3.0,,,7.0,3.0,9.0,1.0,,,0.6666666666666666,,0.3333333333333333,,1.0,,,,,0.14285714285714285,0.5272285714285714,0.3333333333333333,0.6,11.066666666666668,1.0,2.0,4.0,0.2857142857142857,,,,,,,,,1.0,2.0,6.0,13.0,4.0,,,1.0,1.0,,13.0,,0.6666666666666666,,0.5,0.5,0.65,1.0,,0.25,,1.0,,,,,,,,,0.07692307692307693,1.0,2.0,,,,,0.2857142857142857,1.0,1.0,1.0,0.5,0.5,1.0,0.5,2.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,0.3333333333333333,,1.0,1.0,,,0.25,,0.5,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1891-201147-201563-201935-203991,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, James Harden, Clint Capela","Terry, Brewer, Beasley, Harden, Capela",1891-201147-201563-201935-203991,HOU,1777.0,12,30.0,-1.0,53.0,55.0,108.0,1.0,6.0,9.0,2.0,15.0,61.0,6.0,9.0,2.0,15.0,1.0,32.0,7.0,18.0,34.0,5.0,3.0,19.0,12.0,1.0,49.0,1.0,0.13333333333333333,0.13333333333333333,0.4406779661016949,0.4621212121212121,0.2542372881355932,0.7,0.5517241379310345,0.75,87.51828925154756,15.735849056603774,17.145454545454545,14.339622641509434,16.381818181818183,0.1016949152542373,0.16666666666666666,0.16666666666666666,1.0,0.15254237288135594,0.6101694915254238,0.5104381355932203,24.21333333333333,19.0,19.0,8.0,21.0,9.0,23.0,44.0,9.0,62.0,16.0,26.0,13.0,2.0,9.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,9.0,,,15.0,8.0,19.0,3.0,0.5652173913043478,0.65,0.5227272727272727,0.6,0.47368421052631576,0.36363636363636365,0.6666666666666666,0.3559322033898305,0.38095238095238093,0.5,0.25,0.15254237288135594,0.5004386363636364,0.12121212121212122,0.1568627450980392,7.052272727272728,0.3584905660377358,3.0,6.0,0.13636363636363635,10.0,4.0,8.0,3.0,6.0,5.0,6.0,13.0,12.0,10.0,4.0,27.0,20.0,6.0,12.0,2.0,16.0,2.0,27.0,0.46153846153846156,0.625,0.375,0.5227272727272727,0.375,0.5192307692307693,0.6666666666666666,0.5714285714285714,0.47058823529411764,0.6153846153846154,0.25,0.06896551724137931,0.5555555555555556,0.5555555555555556,0.5,0.5,0.2727272727272727,0.5,0.5758318181818182,0.19672131147540983,0.4426229508196721,14.0,,,0.25,1.0,0.23728813559322035,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,1.0,0.1111111111111111,10.0,5.0,1.0,1.0,7.0,,7.0,2.0,0.11363636363636363,0.23809523809523808,0.2857142857142857,0.7142857142857143,0.7142857142857143,,3.0,1.0,,6.0,,0.13636363636363635,4.0,2.0,0.3076923076923077,0.6,,1.0,,3.0,0.16666666666666666,0.6,,,1.0,1.0,0.75,0.125,8.0,,0.8,0.25,,1.0,3.0,,0.0625,,,,1.0,,,,,,1.0,0.3333333333333333,,,,,,2.0,0.125,1.0,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1891-201147-201563-201935-2730,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, James Harden, Dwight Howard","Terry, Brewer, Beasley, Harden, Howard",1891-201147-201563-201935-2730,HOU,970.0,10,16.0,-19.0,36.0,35.0,71.0,,3.0,7.0,1.0,10.0,23.0,3.0,7.0,1.0,2.0,,5.0,7.0,13.0,17.0,2.0,1.0,8.0,3.0,,19.0,1.0,0.1,0.1,0.328125,0.3382352941176471,0.3125,1.0,0.8571428571428571,1.0,105.4020618556701,12.972222222222221,14.371428571428572,11.944444444444445,13.514285714285714,0.09375,,,,0.21875,0.59375,0.5131741935483871,26.310000000000002,20.0,18.0,7.0,9.0,5.0,9.0,22.0,2.0,42.0,9.0,2.0,1.0,1.0,5.0,3.0,,3.0,1.0,,4.0,4.0,3.0,,,4.0,2.0,20.0,1.0,0.1111111111111111,0.125,0.4090909090909091,0.75,0.7142857142857143,,1.0,0.28125,0.7777777777777778,0.7777777777777778,0.14285714285714285,0.15625,0.5936142857142858,0.058823529411764705,0.08333333333333333,7.009090909090909,0.5555555555555556,2.0,6.0,0.13333333333333333,4.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,4.0,5.0,2.0,12.0,16.0,2.0,3.0,1.0,4.0,,12.0,0.6666666666666666,0.5555555555555556,0.5,0.3333333333333333,0.5,0.35294117647058826,0.5,0.23076923076923078,0.19047619047619047,,0.6666666666666666,,0.2,0.2,0.5,1.0,0.3333333333333333,0.8,0.5291,0.17391304347826086,0.5217391304347826,8.0,,,0.14285714285714285,1.0,0.25,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,1.0,1.0,,,1.0,1.0,1.0,,0.045454545454545456,,,0.125,0.14285714285714285,,4.0,,,,,0.26666666666666666,1.0,1.0,0.125,,,,,,,,,,,,0.5,0.16666666666666666,,,,,,1.0,1.0,,0.25,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1891-201147-201563-201935-2746,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, James Harden, Josh Smith","Terry, Brewer, Beasley, Harden, Smith",1891-201147-201563-201935-2746,HOU,67.0,1,1.0,,3.0,3.0,6.0,,,2.0,,2.0,2.0,,2.0,,,,,,1.0,3.0,,,1.0,,,,,,,0.2,0.2,0.4,,1.0,,128.955223880597,14.0,8.333333333333334,11.666666666666666,8.333333333333334,,,,,0.4,0.8,0.54854,25.65,,3.0,1.0,2.0,1.0,1.0,3.0,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,1.0,,,0.4,0.5,0.5,,0.2,,,,8.166666666666666,,,,,1.0,1.0,2.0,,,,1.0,2.0,2.0,,,,2.0,2.0,1.0,,2.0,2.0,,0.5,,0.5,,0.5,,,0.5,0.5,1.0,,0.5,,,1.0,0.5,,,0.5293,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1891-201147-201563-201935-2772,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, James Harden, Trevor Ariza","Terry, Brewer, Beasley, Harden, Ariza",1891-201147-201563-201935-2772,HOU,181.0,4,3.0,12.0,9.0,7.0,16.0,,,2.0,,2.0,12.0,,2.0,,2.0,,4.0,3.0,6.0,7.0,1.0,,1.0,2.0,,12.0,,,,0.5,0.6,0.25,1.0,1.0,1.0,127.29281767955801,8.555555555555555,14.857142857142858,8.555555555555555,14.857142857142858,,,,,0.25,0.75,0.5462375,25.05,9.0,7.0,3.0,4.0,,4.0,6.0,4.0,,6.0,4.0,2.0,2.0,1.0,,,,,,,,1.0,,,4.0,1.0,9.0,,0.5,0.5,0.6666666666666666,,1.0,1.0,1.0,0.5,0.75,0.75,0.6666666666666666,,0.5462375,0.1111111111111111,0.14285714285714285,4.283333333333333,1.0,,2.0,,,,,3.0,4.0,,,,,4.0,4.0,12.0,4.0,,1.0,2.0,1.0,,12.0,,0.6666666666666666,,0.5,,0.6,1.0,0.5,0.25,,,,,,,,0.5,0.75,,,1.0,2.0,,,1.0,,0.25,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.16666666666666666,,1.0,0.5,1.0,,2.0,,1.0,1.0,1.0,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1891-201147-201563-201976-203991,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, Patrick Beverley, Clint Capela","Terry, Brewer, Beasley, Beverley, Capela",1891-201147-201563-201976-203991,HOU,642.0,3,11.0,5.0,23.0,24.0,47.0,1.0,3.0,4.0,3.0,7.0,27.0,6.0,4.0,2.0,8.0,1.0,18.0,6.0,11.0,15.0,2.0,1.0,4.0,2.0,,21.0,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.5681818181818182,0.5869565217391305,0.3181818181818182,1.0,0.7692307692307693,1.0,105.42056074766356,12.608695652173912,14.666666666666666,11.478260869565217,14.666666666666666,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,0.7272727272727273,0.5453227272727272,24.614285714285717,,2.0,6.0,9.0,3.0,8.0,15.0,2.0,22.0,,12.0,6.0,4.0,4.0,4.0,,3.0,,1.0,4.0,,1.0,,,2.0,1.0,,,0.75,0.8571428571428571,0.5333333333333333,1.0,0.5714285714285714,0.3333333333333333,1.0,0.4090909090909091,0.6666666666666666,0.75,0.6666666666666666,0.13636363636363635,,0.043478260869565216,0.0625,6.206666666666666,,,,,4.0,2.0,2.0,,,1.0,3.0,3.0,6.0,,,,4.0,2.0,3.0,1.0,4.0,,,1.0,,0.75,,0.75,,1.0,0.42857142857142855,0.36363636363636365,0.3333333333333333,1.0,,0.3333333333333333,0.3333333333333333,0.5,1.0,,,0.4214833333333334,0.2222222222222222,,3.0,,,1.0,0.6666666666666666,0.13636363636363635,2.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,,,1.0,,1.0,,0.06666666666666667,0.1111111111111111,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,1.0,1.0,0.25,0.5,,,3.0,1.0,,1.0,,,,,,,1.0,,1.0,0.5,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.25,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1891-201147-201563-201976-2730,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, Patrick Beverley, Dwight Howard","Terry, Brewer, Beasley, Beverley, Howard",1891-201147-201563-201976-2730,HOU,1667.0,9,28.0,-16.0,53.0,54.0,107.0,2.0,7.0,3.0,3.0,10.0,53.0,9.0,3.0,3.0,11.0,2.0,25.0,8.0,20.0,27.0,4.0,2.0,11.0,12.0,,46.0,1.0,0.3,0.3,0.4787234042553192,0.5096153846153846,0.2127659574468085,0.6153846153846154,0.76,0.3333333333333333,92.42951409718056,15.056603773584905,16.09259259259259,14.622641509433961,15.38888888888889,0.14893617021276595,0.2857142857142857,0.2857142857142857,1.0,0.06382978723404255,0.6595744680851063,0.5141329787234042,24.19,7.0,8.0,11.0,21.0,5.0,18.0,37.0,8.0,69.0,4.0,16.0,8.0,6.0,11.0,3.0,2.0,3.0,5.0,,8.0,,5.0,2.0,2.0,12.0,7.0,7.0,2.0,0.4444444444444444,0.47058823529411764,0.4864864864864865,0.375,0.9166666666666666,1.0,0.7,0.44680851063829785,0.5238095238095238,0.6111111111111112,0.5454545454545454,0.10638297872340426,0.47854166666666664,0.1346153846153846,0.16666666666666666,5.616216216216216,0.1320754716981132,1.0,2.0,0.16666666666666666,7.0,2.0,3.0,,2.0,1.0,3.0,5.0,7.0,1.0,3.0,8.0,20.0,2.0,5.0,1.0,7.0,,8.0,0.6,0.25,0.5,0.4166666666666667,0.5,0.5,1.0,0.2777777777777778,0.28,0.2222222222222222,0.8333333333333334,,0.2,0.2,0.5,0.6666666666666666,0.3333333333333333,,0.48954000000000003,0.1320754716981132,0.1509433962264151,11.0,,,0.2,1.0,0.23404255319148937,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,6.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,0.08108108108108109,0.14285714285714285,1.0,0.5454545454545454,0.5454545454545454,1.0,1.0,,,1.0,,0.16666666666666666,2.0,2.0,0.2857142857142857,,1.0,1.0,,,0.5,,1.0,2.0,,1.0,0.5,1.0,2.0,,0.3333333333333333,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.16666666666666666,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
1891-201147-201563-202726-2730,1610612745,"Jason Terry, Corey Brewer, Michael Beasley, Andrew Goudelock, Dwight Howard","Terry, Brewer, Beasley, Goudelock, Howard",1891-201147-201563-202726-2730,HOU,286.0,1,5.0,5.0,9.0,9.0,18.0,1.0,1.0,1.0,2.0,2.0,12.0,6.0,1.0,2.0,2.0,1.0,6.0,1.0,4.0,5.0,,,,3.0,,10.0,1.0,1.0,1.0,0.8,0.75,0.4,1.0,0.5714285714285714,,90.62937062937063,13.0,18.77777777777778,13.0,17.22222222222222,0.2,1.0,1.0,1.0,0.2,0.8,0.54045,24.35,7.0,,1.0,2.0,,1.0,3.0,4.0,7.0,2.0,,,,3.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,6.0,1.0,7.0,,,,0.3333333333333333,0.5,0.5,0.5,1.0,0.4,0.5,0.5,,,0.5198375,0.16666666666666666,0.25,4.633333333333334,0.7777777777777778,1.0,2.0,0.25,1.0,,,,1.0,,,,2.0,,2.0,8.0,2.0,,1.0,,1.0,,8.0,,,,0.75,1.0,0.6666666666666666,,0.5,0.5,,0.5,,,,,,0.25,,,0.16666666666666666,0.6666666666666666,1.0,,,1.0,,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,2.0,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,0.25,,,,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612745,2016,2015-16,False
